Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
43245.29,59,Low,277628.69,4,6.85,36.95,22.2,8.23,17.15,8.62,4.56,10
22541.29,39,Low,129886.84,25,6.95,37.27,27.11,6.3,21.28,1.09,4.13,8.69
20000,51,Medium,212438.17,11,34.21,18.79,12.76,15.74,12.08,6.42,6.39,12.82
26141.18,18,Medium,195257.84,30,43.63,12.92,7.18,13.34,12,10.92,7.96,14.13
146142.64,53,Medium,642294.29,10,40.18,24.61,8.26,9.31,12.54,5.09,6.57,13.3
43470.29,21,Low,417754.93,30,27.21,26.41,23.23,8.6,13.96,0.58,6.07,11.07
52398.68,52,Low,459025.61,14,7.96,30.64,26.31,7.25,17.2,10.64,4.65,9.63
101371.1,44,High,984138.4,22,64.11,2.23,0.1,19.15,7.68,6.72,10.07,16.8
254392.83,38,High,1437100.32,24,68.35,7.65,0.17,22.61,0.54,0.68,10.92,19.06
173182.9,38,Medium,561981.52,25,37.44,18.65,13.31,21.23,6.06,3.31,7.46,15.04
27563.06,36,Low,294888.9,30,21.2,29.35,26.79,8.75,10.43,3.49,5.72,10.81
20000,30,Low,166228.16,30,7.81,40.2,11.41,10.11,26.94,3.53,5.37,9.34
396246.29,37,High,2750683.23,28,56.41,3.73,3.24,15.6,5.5,15.51,9.28,15.2
368535.8,66,Medium,2525653.44,3,35.43,13.61,7.37,17.24,14.25,12.1,7.42,13.3
69763.26,55,Medium,458171.91,5,36.31,23.62,9.26,15.7,9.25,5.85,6.63,12.1
21713.93,29,Low,116731.76,29,17.85,28.31,23,5.51,23.56,1.77,4.39,9.43
129661.32,43,High,938204.42,22,56.3,3.72,1.62,19.58,7.92,10.85,9.38,16.43
55034.35,41,Low,467451.41,26,17.99,36.05,12.64,8.17,21.27,3.88,4.21,10.92
54814.77,38,Low,549550.36,21,9.7,35.79,17.8,5.11,28.13,3.46,3.96,6.89
122720.77,27,Low,343273.73,30,19.6,34.99,23.72,6.46,10.29,4.95,6.43,9.15
78401.6,45,Medium,361560.29,22,30.76,26.26,7.36,16.72,9.47,9.43,6.85,12.08
23235.76,50,Medium,240846.63,11,39.95,23.96,11.31,12.16,10.79,1.83,7.18,13.83
46272.65,29,Medium,408491.49,30,39.97,9.97,11.96,16.66,9.19,12.25,8.19,13.5
101826.15,63,Low,439377.54,2,22.15,33.23,13.24,6.51,12.66,12.21,5.61,11.64
90246.64,58,Medium,371854.47,9,34.03,26.5,7.81,11.18,7.67,12.81,7.62,12.72
73992.06,46,High,411307.81,18,72.48,3.12,0.52,13.02,7.09,3.76,11.8,16.59
126606.38,25,Medium,341936.66,30,35.18,17.23,8.69,15.07,12.82,11.01,6.84,12.78
44923.95,44,Low,396333.4,17,11.8,26.99,21.57,7.59,26.69,5.37,4.19,9.34
69219.35,43,Medium,552348.46,23,30.51,22.91,6.3,17.11,10.46,12.71,7.16,14.26
20000,46,Medium,223396.08,16,41.58,20.5,12.78,17.2,5.15,2.79,8.05,14.09
41872.3,59,Low,286801.75,1,19.2,26.28,15.52,8.5,20.35,10.15,4.86,9.73
110549.89,37,Low,821228.53,30,21.8,24.21,23.69,8.95,15.46,5.89,5.81,11.31
43905.03,64,Low,486875.55,6,21.26,27.98,19.25,6.02,17.11,8.38,6.13,10.64
41320.66,44,Low,443588.09,21,6.65,38.41,17.36,9.81,26.76,1,3.94,7.27
26080.35,36,Low,102990.54,30,22.94,32.58,18.62,8.63,9.9,7.33,6.83,11.22
133892.5,68,Low,337803.41,1,25.79,33.19,15.29,10.28,13.8,1.65,6.96,10.84
93047.97,49,Low,949692.75,15,8.18,36.09,16.62,6.53,30.69,1.89,3.82,9.15
116126.05,34,Medium,763565.72,30,44.55,15.57,7.06,11.62,10.54,10.66,7.55,12.95
20000,41,Low,193064.09,21,6.75,39.22,15.16,8.5,26.22,4.14,4.43,7.08
52772.2,47,High,537822.47,10,51.11,8.14,0.31,19.74,4.67,16.04,8.98,13.51
47954.65,38,Low,300083.51,26,21.4,33.56,20.47,6.4,10.88,7.29,6.28,10
47936.98,41,Low,305862.65,27,18.28,34.47,12.93,5.98,21.64,6.69,5.17,9.42
36654,30,Low,152272.34,30,11.78,41.44,23.22,7.2,14.17,2.19,4.76,7.77
45488.57,19,Low,439615.83,30,7.53,31.17,24.7,5.73,29.97,0.91,4.25,6.04
118399.01,41,Medium,891269.07,25,37.14,23.16,11.18,14.61,8.7,5.21,7.09,14.16
20000,41,Low,109843.08,21,19.18,30.79,21.8,4.95,21.46,1.82,4.87,8
248683.34,46,Medium,1657054.29,19,33.46,23.76,11.88,16.29,11.26,3.35,6.92,12.56
88359.83,33,Low,441691.74,30,11.69,38.05,29.47,5.55,13.66,1.58,4.38,8.91
58002.09,23,Medium,207299.08,30,37.33,19.52,11.49,14.84,5.42,11.39,7.42,14.83
123941.77,28,Medium,456213.32,30,41.54,15.18,9.78,12.76,8.91,11.83,8.29,13.78
20000,52,Medium,181481.15,9,33.38,26.33,9.01,16.38,11.65,3.24,7.09,13.82
35254.17,32,Low,261683.81,30,21.98,42.36,12.48,6.79,15.7,0.69,6.26,11.51
54460.97,34,High,487089.43,30,67.52,3.13,1.3,9.19,2.44,16.42,9.53,16.7
178893.89,36,High,748690.78,30,63.66,5.64,0.6,11.07,4.6,14.44,8.62,16.59
57809.16,32,Low,571166.82,30,24.43,25.79,15.02,7.22,23.51,4.02,5.2,11.18
86003.53,31,High,559827.38,27,57.77,6.39,0.36,16.39,9.9,9.18,9,14.49
37437.82,29,Low,165025.88,30,21.61,34.76,17.29,6.85,14.29,5.2,5.64,10.34
88572.22,56,Low,525985.84,5,8.38,29.3,13.46,9.62,31.66,7.59,3.78,7.74
229553.53,48,High,2202790.08,16,65.41,5.3,1.39,18.41,0.75,8.74,10.05,17.25
133055.44,54,Low,829081.54,10,5.05,30.09,26.21,5.67,26.64,6.34,4.33,6.62
56214.78,57,Medium,562804.93,5,39.06,16.54,10.08,14.08,8.71,11.53,7.85,13.24
103000.85,18,Medium,355704.96,30,34.96,17.76,11.71,13.79,13.91,7.88,7.24,12.02
95236.01,44,Medium,930806.03,23,40.99,24.81,12.66,8.49,5.14,7.91,6.04,14.05
89982.45,32,Medium,521950,29,36.61,13.16,15.43,14.5,14.87,5.44,6.84,11.25
146043.9,53,Low,1438812.82,16,19.43,29.7,27.79,6.58,12.73,3.77,6.3,8.91
145173.09,31,Medium,1327196.5,30,30.73,19.19,10.65,14.2,13.07,12.16,7.03,12.48
54196.57,27,Low,421536.45,30,13.45,37.66,24.49,6.57,15.74,2.08,4.37,10.84
100268.12,22,Low,762256.61,30,9.8,37.08,15.22,9.6,22.95,5.34,4.22,8.78
44162.17,36,Medium,199049.57,27,33.73,22.13,8.19,12.68,12.23,11.04,7.36,10.84
28671.01,50,Medium,245611.96,19,34.61,27.84,13.42,17.76,5.69,0.68,6.95,12.43
48363.7,43,Low,352332.52,21,18.28,30.95,15.54,11.39,12.34,11.49,6.29,9.12
56448.12,25,Low,288792.03,30,10.59,34.55,18.46,7.74,23.99,4.68,4.09,7.9
20000,65,Low,185899.44,1,17.25,35.97,20.13,8.79,13.14,4.73,5.32,10.05
119415.69,47,Low,1173465.94,18,15.92,31.87,21.52,8.52,14.25,7.94,5.95,9.16
20000,49,Medium,89848.91,17,47.62,15.15,6.53,13.18,10.44,7.09,8.56,12.21
500000,55,Low,2723496.37,13,13.12,33.23,23.83,5.93,14.17,9.71,5.48,8.12
199506.71,20,Medium,951518.73,30,45.19,21.29,6.09,11.93,7.35,8.14,8.14,14.58
48693.11,29,Low,500828.88,30,16.75,30.61,22.52,7.72,19.09,3.31,4.92,9.42
60454.18,49,High,640916.13,17,67.03,0.65,3.02,21.71,3.68,3.9,10.58,15.7
76456.51,30,Low,541133.49,30,15.39,25.98,31.06,9.18,13.59,4.81,6,9.12
37450.36,36,Low,275684.37,30,20.34,32.01,24.43,6.28,9.58,7.36,5.56,11.91
69996.12,39,High,684763.25,27,54.56,7.02,4.13,10.02,9.28,14.98,8.56,14.87
53471.27,24,Medium,133741.22,30,38.66,23.64,8.18,17.08,12.37,0.06,7.33,13.16
55641.34,35,Medium,396571.03,30,39.95,20.32,11.52,13.67,13.83,0.71,6.79,13.15
69374.09,50,Medium,202418.98,17,32.97,19.92,9.76,14.47,9.94,12.95,6.6,13.3
20979.01,48,Low,252446.69,24,15.58,21.45,24.06,5.29,27.21,6.42,4.43,9.1
61929.73,53,Low,335478.62,15,8.72,28.33,30.64,10.94,13.34,8.02,4.9,10.2
68381.53,52,Low,473668.58,13,15.68,28.6,25.18,10.27,15.91,4.37,4.77,8.85
66514.79,44,Medium,399225.41,21,31.9,24.69,11.72,16.83,13.61,1.25,6.43,11.68
50485.19,43,High,504888.62,21,65.1,1.37,3.38,19.91,3.54,6.69,9.97,15.19
149102.02,43,Medium,1533803.06,22,32.81,30.06,14.1,13.16,9.18,0.68,7.27,11.49
45214.71,32,Low,147166.57,30,15.99,25.43,24.71,7.64,23.17,3.06,5.55,10.39
71966.83,27,Low,592389.33,30,13.25,28.27,29.83,6.42,11.84,10.4,4.57,10.01
169386.42,31,Medium,868444.58,30,37.78,16.12,9.86,18.63,9.53,8.08,8.32,13.66
56308.4,36,High,211264.58,25,71.77,3.19,4.62,12.61,2.04,5.77,10.03,17.44
71230.08,32,High,405494.93,30,64.54,4.91,1.29,10.86,3.61,14.79,10.7,18.58
55547.41,44,Medium,598650.48,18,34.66,22.54,13.86,9.97,10.83,8.15,7.46,13.01
161457.25,42,Medium,826769.16,19,39.39,18.42,6.33,14.29,11.39,10.19,7.38,13.38
48821.21,43,Medium,248986.26,23,42.22,13.82,15.65,13.61,11.21,3.5,7.17,14.37
167507.52,44,Medium,1512935.56,22,40.74,12.66,11,13.12,11.02,11.46,7.22,13.24
55228.23,54,Medium,547933.9,8,30.34,18.54,14.05,14.68,8.89,13.49,6.47,12.07
30167.85,39,Low,181119.33,25,20.93,32.98,12.44,8.39,21.34,3.91,6.31,10.56
103321.25,52,Low,505516.77,13,18.18,28.13,22.86,8.24,15.69,6.9,5.27,9.55
47021.75,46,Low,383533.97,19,9.54,35.31,25.17,5.7,21.16,3.11,3.6,7.21
98567.86,53,Low,411927.77,13,13.25,26.34,24.71,5.34,25.24,5.12,3.75,9.53
20000,59,Low,176389.66,3,11.74,33.41,24.04,7.89,19.53,3.38,4.7,8.67
60250.37,46,Low,234628.83,20,14.29,33.7,29.28,6.64,10.51,5.58,4.82,9.93
41540.15,41,Low,225356.75,23,9.18,28.91,23.05,7.3,24.7,6.86,4.98,8.01
25629.34,41,Low,153252.7,26,12.56,27.2,27.7,5.52,19.68,7.34,4.47,9.96
38542.12,34,Low,325347.61,30,16.93,34.06,26.59,8.16,13.8,0.46,5.03,10.95
37916.34,33,Low,194454.75,30,13.54,20.1,25.32,8.43,24.1,8.51,4.73,7.36
57740.33,50,Medium,580516.19,18,35.44,26.36,7.69,13.97,14.6,1.94,7.31,14.4
20095.25,28,Medium,226226.94,30,41.02,15.68,6.23,16.3,15.44,5.33,7.68,13.83
77274.47,59,Medium,263660.93,5,39.09,23.37,5.71,11.18,11.44,9.2,7.8,12.48
178987.58,38,Low,965367.03,24,19.65,29.37,25.69,9.81,12.47,3.01,6.32,8.79
75120.04,74,Low,405634.58,1,18.77,21.78,23.3,7.7,28.45,0.01,4.55,7.97
114610.04,31,High,582952.92,30,75.1,1.12,2.85,12.99,6.75,1.19,10.27,17.46
144026.1,43,Medium,636796.43,22,35.84,13.22,6.16,21.56,9.28,13.94,7.89,12.56
161343.59,35,Low,851611.34,30,17.33,21.91,19.29,9.21,24.96,7.29,5.56,8.03
267857.61,30,Medium,868747,30,44.74,15.91,6.66,19.29,7.23,6.16,8.77,15.94
40244.89,52,Low,222579.81,10,7.84,26.22,27.43,8.78,24.62,5.12,4.82,8.61
33769.48,26,Medium,295566.31,30,39.33,27.02,8.71,12.66,9.89,2.39,6.86,12.55
112293.62,31,High,564661.1,30,62.93,4.3,5.84,16.78,3.24,6.91,9.85,15.71
105737.28,47,Medium,434281.74,19,36.67,26.23,13.21,10.64,5.87,7.38,6.06,14.06
111595.95,48,Medium,368007.24,15,33.94,23.22,6.09,15.88,11.23,9.65,7.19,14.82
271991.42,23,High,1324215.98,30,64.62,1.6,2.44,16.59,3.63,11.12,10.49,15.88
60548.25,46,Medium,478754.82,20,34.54,21.82,15.27,13.26,9.76,5.36,6.23,12.76
84374.89,41,Medium,380730.33,22,33.83,22.14,10.88,16.8,5.39,10.96,7.67,13.47
27386.06,28,Low,175325.08,30,16.5,31.56,24.19,5.38,12.74,9.62,5.07,9.95
331159.94,30,High,3215489.93,30,69.66,1.64,3.08,9.47,1.7,14.44,10.41,17.64
45837.78,18,Low,312228.25,30,12.23,23.54,19.97,10.19,31.71,2.37,4.41,7.04
46888.47,60,Low,353311.25,3,21.97,37.12,15.98,8.61,14.42,1.91,5.69,9.82
45465.08,52,Low,292035.03,11,11.17,34.5,21.04,8.76,19.56,4.97,4.45,7.63
35817.19,24,Low,255189.91,30,14.9,32.6,26.24,8,16.38,1.87,5.09,9.54
33474.87,49,Low,379615.8,16,12.6,31.66,27.38,7.66,13.35,7.35,5.21,8.84
39463.7,33,Medium,192056.66,30,34.6,23.27,8.85,12.32,11.18,9.79,6.98,13.39
20119.87,50,Low,241851.46,17,11.93,28.54,18.79,8.5,28.76,3.49,3.68,6.78
32011.34,34,Low,136198.38,30,23.95,40.54,13.47,9.43,12.25,0.36,6.12,11.08
285292.52,35,Medium,859165.28,30,54.91,11.47,8.29,11.3,12.64,1.39,9.4,15.4
108079.67,36,High,818211.07,30,56.44,5.47,2.27,13.32,8.82,13.68,8.9,17.66
125847.13,32,Medium,536575.53,30,47.61,16.05,9.96,15.89,7.03,3.45,8,12.75
153870.54,56,High,910772.15,7,68.93,4.23,4.07,11.62,8.87,2.28,10.1,15.92
260252.47,50,Medium,2089660.62,12,41.6,19.89,5.37,12.55,9.87,10.73,7.28,13.61
20000,41,Low,166574.64,26,5.94,35.41,25.83,9.72,18.26,4.85,4.2,7.56
22430.87,52,Low,99329.02,15,15.03,26.47,13.25,9.73,26.1,9.42,4.74,8.86
31543.44,20,Low,160265.66,30,11.04,32.72,20.42,10.7,16.74,8.39,4.86,8.77
41205.05,25,Medium,128733.43,30,43.21,13.03,8.06,16.19,9.6,9.9,7.75,14.11
47176.18,45,Low,488876.71,20,13.59,28.16,23.84,6.27,23.5,4.64,4.68,8.82
41961.92,48,Low,398683.68,18,20.52,30.98,18.69,7.58,21.08,1.14,5.5,9.07
71506.74,43,Medium,748823.96,17,37.67,25.89,10.13,10.98,12.15,3.18,7.32,12.95
61718.32,18,Low,578456.45,30,11.38,35.49,21.58,5.12,17.13,9.3,5.04,9.81
33652.14,27,Medium,222271.81,30,33.14,19.9,11.49,12.98,10.29,12.21,7.56,14.53
20000,44,Medium,225215.6,17,35.07,22.42,9.17,19.65,11.32,2.36,7.85,13.24
27113.98,69,Medium,269087.88,1,39.83,11.32,11.31,14.65,9.67,13.21,7.59,14.11
38665.73,54,Low,293603.68,14,20.82,31.05,27.07,5.79,13.19,2.07,4.78,10.64
49238.75,58,Low,302478.71,11,6.03,34.07,23.84,8.19,26.87,1,3.8,7.75
24303.26,44,Medium,225004.12,15,41.52,14.02,10.43,17.84,14.63,1.56,7.3,12.36
40516.1,43,Low,315311.43,25,11.55,33.68,28.36,7.23,13.17,6.01,4.28,8.18
24277.61,27,Low,194842.79,30,16.54,26.44,22.41,7.66,21.05,5.91,5.5,9.11
54254.67,51,Low,333051.08,12,16.04,40.89,14.75,8.44,17.02,2.85,5.25,10.29
25428.52,39,Medium,240254.58,30,32.17,26.86,7.17,14.24,8.84,10.71,6.55,12.39
30423.67,48,Low,128645.3,17,27.7,31.9,14.83,11.26,13.56,0.76,7.16,11.83
21060.46,40,Medium,204466.84,23,34.56,22.83,10.9,16,9.96,5.76,7.73,12.75
53066.4,43,Medium,459363.8,24,35.93,18.35,11.03,15.73,6.88,12.08,7.79,14.03
29999.67,38,Low,221824.39,30,16.41,38.86,16.14,8.62,18.6,1.37,5.17,9.82
123936.83,42,High,550917.48,23,66.5,4.5,3.75,17.4,7.79,0.05,9.74,16.7
83015.29,52,Medium,562893.69,11,38.76,22.36,9.08,18.28,8.83,2.7,7.71,11.6
56739.07,24,Medium,193348.51,30,47.63,13.63,6.09,19.84,8,4.81,8.25,15.54
31701.25,22,Low,157717.82,30,19.62,30.71,15.11,6.03,24.96,3.58,4.55,10.15
81350,45,Medium,481881.95,19,44.08,13.54,14.56,12.29,12.78,2.76,7.24,12.53
104261.82,57,Medium,827064.31,11,49.7,13.63,9.12,15.43,10.18,1.94,7.66,15.37
67255.26,60,Medium,295241.03,4,41.48,17.64,11.92,11.27,13.23,4.45,7.5,12.57
216438.41,25,High,731750.64,30,55.12,8.34,3.31,11.25,6.81,15.18,9.24,14.72
86665.37,35,Low,629729.93,30,15.58,32.2,13.87,7.78,26.53,4.04,4.09,8.99
124615.17,22,High,948683.79,30,67.02,5.15,1.98,16.12,8.86,0.88,9.9,18.12
66766.2,33,Medium,211215.4,30,36.97,15.09,9.12,21.18,13.73,3.91,8,13.95
103015.16,53,Medium,286360.8,12,41.66,10.2,13.26,17.48,9.13,8.27,8.41,11.82
31719.12,39,Low,139777.94,26,10.22,34.97,25.2,7.27,15.63,6.71,5.68,8.7
41580.27,35,Low,417880.04,30,21.23,22.34,14.08,9.42,24.01,8.9,4.99,8.4
79347.38,46,Low,631671.59,18,7.69,44.36,14.95,7.2,25.55,0.26,3.9,9.71
78887.61,30,Medium,769035.46,30,42.16,12.38,15.35,15.3,14.7,0.12,7.28,13.83
90056.21,59,Medium,718005.98,5,34.52,15.73,11.68,19.26,15.71,3.11,7.19,14.01
144699.46,40,High,1446753.34,30,54.36,3.32,3.48,16.74,10.13,11.97,9.16,15.95
20000,35,Medium,145225.07,30,40.81,23.41,5.19,11.46,12.89,6.25,6.51,14.49
27516.41,47,Low,233913.23,10,10.15,34.63,16.98,7.56,22,8.68,4.94,7.56
72096.3,51,Medium,541938.55,11,39.83,23.57,7.49,17.05,9.75,2.32,7.63,13.81
33611.01,59,Low,127066.3,8,22.01,28.84,19.44,6.32,14.46,8.93,6.06,9.7
500000,37,High,1146817.84,25,62.8,2.35,1.99,11.53,8.08,13.24,10,14.65
90642.23,53,High,339621.77,7,65.74,0.92,3.65,11.95,2.8,14.94,9.2,16.22
56355.5,41,Medium,384150.71,27,39.38,12.15,14.2,20,8.58,5.69,7.85,14.71
39724.54,32,Low,248268.83,28,8.3,31.58,26.05,6.24,20.82,7.01,3.39,9.12
40862.58,30,Medium,288169.47,30,42.37,14.54,12.38,11.9,10.2,8.61,8.36,13.48
61464.34,26,High,542541.75,30,64.25,4.43,2.71,11.57,2.45,14.58,10.27,16.14
65623.25,31,Medium,593911.17,30,50.57,12.05,7.31,12.59,12.96,4.52,7.83,14.64
41636.84,53,Low,461712.13,12,15.94,30.97,21.7,9.8,12.14,9.45,5.27,10.17
48222.36,48,Medium,359534.87,10,33.49,25.4,8.69,15.34,11.98,5.1,6.69,13.91
175874.77,25,Medium,865281.11,30,38.85,18.93,10.12,12.82,9.29,9.99,8.04,14.75
181625.8,19,High,829817.83,30,58.92,6.07,4.11,15.61,1.6,13.7,9.16,18.66
73403.51,26,Low,372900.04,30,15.22,39.04,21.14,5.14,12.52,6.92,4.43,9.35
20518.7,30,Low,124193.91,30,14.94,26.95,19.04,5.14,27.79,6.13,3.92,7.91
92309.5,36,Medium,510780.98,28,42.59,10.38,8.91,19.01,9.64,9.47,7.82,12.4
208048.35,54,Medium,594728.35,7,52.09,11.67,9.45,11.07,12.45,3.27,7.74,15.65
179498.97,33,High,1301601.72,30,64.37,3.22,4.75,10.94,2.51,14.2,9.47,16.78
107973.44,60,Medium,766613.78,7,41.41,17.71,12.18,12.92,5.24,10.54,8.67,15.02
187219.72,19,High,1085344.98,30,60.08,4.61,2.2,17.35,8.02,7.74,8.65,17.98
62617.95,35,Medium,200865.08,29,36.17,14.46,11.61,15.2,11.46,11.1,7.47,14.58
99169.15,49,Low,321285.7,14,23.57,31.93,13.73,9.03,20.09,1.65,6.12,9.52
34803.71,50,Low,271380.91,12,21.9,29.3,13.74,10.9,12.32,11.84,5.59,12.63
75804.44,35,Low,208792.52,30,11.9,31.71,24.82,9.85,15.86,5.86,5.09,8.16
173811.6,52,Medium,1407436.99,13,40.91,15.43,9.65,16.41,9.57,8.03,7.54,12.77
37442.48,49,Low,421561.08,18,17.88,26.79,24.48,8.17,12.11,10.58,5.85,8.23
30120.01,31,Low,235191.25,30,24.05,21.54,17.8,9.89,24.35,2.37,4.96,10.25
64866.79,43,Medium,548146.97,22,51.12,11.9,9.05,13.68,10.05,4.2,8.46,14.53
50049.61,48,Low,323847.85,13,13.09,33.46,23.58,6.15,23.05,0.68,3.78,7.51
100852.87,32,Low,772189.34,30,9.99,29.89,25.68,6.26,24.34,3.84,4.67,7.6
41751.57,60,Low,361205.92,3,5.39,36.9,29.09,8.8,11.7,8.11,4.22,8.68
237245.69,29,High,2067587.45,30,51.54,4.83,1.06,16.79,8.5,17.29,10.37,14.7
21383.16,41,Medium,205451.82,29,43.19,10.33,10.59,13.35,12.33,10.21,7.15,14.27
163584.94,25,Medium,1332435.71,30,36.45,24.68,12.49,13.29,9.7,3.39,6.94,13.62
32539.84,41,Medium,250982.45,26,50.18,18.39,9.24,15.51,6.6,0.07,8.59,13.01
20000,27,Low,144522.39,30,21.33,20.89,26.99,7.41,19.46,3.92,5.28,10.47
72576.75,36,Medium,447490.74,27,39.56,13.35,8.32,17.49,12.99,8.3,6.96,13.6
48943.09,20,Medium,271375.98,30,33.16,24.23,7.25,11,15.16,9.19,6.62,12.86
24696.39,49,Medium,150952.18,13,29.01,22.48,9.88,15.3,10.75,12.58,6.42,12.69
20000,44,Low,89329.77,19,9.68,30.87,20.64,9.79,24.5,4.51,4.43,6.7
59600.02,53,Medium,492178.56,10,36.8,29.45,8.25,13.01,10.1,2.39,8,14.48
130976,35,Low,1240986.32,29,13.44,36.16,27.42,5.32,11.83,5.83,4.46,8.59
95804.28,53,Low,957762.16,10,24.53,22.36,12.39,8.06,25.41,7.25,6.49,9.77
62784.6,40,Low,457171.9,27,17.28,37.32,22.7,7.38,9.7,5.61,5.33,9.53
88007.55,41,Low,283292.96,25,17.32,31.89,22.41,5.9,13.4,9.07,4.81,8.19
58707.84,65,Medium,595091.54,1,38.88,15.6,12.39,13.71,5.61,13.81,7.87,14.58
20000,34,Low,193639.18,29,10.95,29.52,18.92,8.57,24.25,7.79,4.77,8.21
20000,54,Low,134225.77,9,18.31,21.02,23.25,5.93,22.99,8.51,5.56,9.25
50999.19,45,High,474839.5,21,63.84,6.61,1.41,9.61,0.77,17.77,10.76,15.97
52763.62,33,Medium,337766.02,30,42.57,12.01,6.94,17.12,12.82,8.53,7.85,13.13
118525.81,24,Low,1102673.12,30,12.51,37.67,24.56,8.07,16.1,1.1,5.01,9.81
109967.84,27,Medium,464769.59,30,46.94,11.84,10.47,11.35,13.58,5.81,8.07,12.62
97363.46,53,High,871558.68,11,54.79,3.11,4.55,21.53,6.59,9.43,8.23,15.13
47948.06,60,Low,428973.89,9,13.01,28.55,22.68,8.93,22.93,3.91,4.77,8.01
20000,41,Medium,83310.59,17,34.48,29.8,7.8,11.91,13.87,2.14,7.74,12.9
83429.46,41,Low,583848.53,20,22.46,18.99,23.6,5.21,26.04,3.71,5.39,9.84
91330.06,49,Medium,754458.45,21,29.9,16.44,14.21,18.18,12.66,8.61,5.8,10.52
20000,40,Low,105025.73,23,17.56,31.6,18.85,7.5,20.08,4.41,5.49,10.27
30780.27,53,Low,245536.5,12,15.77,27.88,15.23,6.49,24.68,9.95,6.06,10.15
34518.69,43,Low,196008.37,25,16.82,31.54,24.75,5.41,15.86,5.61,4.64,10.5
65958.43,41,Medium,540306.87,25,34.05,21.68,5.01,15.79,12.32,11.15,7.16,11.72
31552.61,31,Low,230447.77,30,7.38,23.2,28.73,10.93,24.81,4.97,3.9,9.02
58197.18,28,High,433731.18,30,61.15,3.55,5.23,16.21,5.52,8.34,8.59,15.25
50699.53,18,Low,148820.94,30,14.94,36.03,15.69,8.16,15.83,9.35,4.67,9.42
52827.14,54,Medium,217888.85,12,36.84,24.33,7.04,13.62,6.48,11.7,7.76,15.65
33825.98,38,Low,255051.62,29,15.94,25.63,23.6,9.45,19.58,5.8,5.73,10.23
35986.96,35,Low,159132.79,28,18.42,29.9,27.24,6.06,16.91,1.47,4.98,10.14
25282.97,18,Low,169433.07,30,15.98,24.8,15.22,5.86,30.85,7.28,3.58,9.01
81320.53,32,Low,643549.45,30,7.04,42.06,29.97,6.78,10.97,3.17,4.31,8.48
94748.56,30,Low,833294.76,30,17.93,32.28,27.4,6.86,13.16,2.36,4.98,9.05
32390.02,30,Medium,131835.97,29,45.56,18.18,7.7,9.59,13.05,5.92,8.34,13.67
202523.64,43,Low,1650031.38,20,15.66,30.5,17.11,9.09,18.37,9.27,5.61,11.36
46649.56,41,Low,269838.87,23,10.95,21.31,26.6,8.46,24.87,7.8,4.9,8.49
204076.12,23,High,1539584.29,30,72.62,0.32,1.86,16.23,0.38,8.6,10.77,17.88
35896.61,24,Low,137515.02,30,8.97,38.12,17.42,6.06,19.4,10.02,4.33,7.99
20000,24,Low,146428.03,30,8.85,40.04,30.32,7.82,11.51,1.46,4.21,8.44
82773.07,61,Low,781166.99,8,21.41,22.27,23.78,8.55,20.71,3.28,5.73,9.11
73198.92,57,Low,265723.16,4,8.68,34.02,17.84,7.24,27.18,5.04,4.96,8.06
61673.82,29,High,560717.55,30,63.49,3.8,0.04,21.06,8.81,2.8,8.77,16.25
35893.58,18,Medium,219799.02,30,45.25,16.73,10.81,9.73,5.53,11.95,7.38,15.52
58363.27,41,Medium,542117.14,30,41.27,14,5.13,16.39,11.55,11.66,8.28,14.21
39858.55,40,Low,425316.68,19,11.81,36.24,25.75,8.08,13.63,4.48,4.18,8.64
47109.04,43,Low,197386.73,21,6.23,27.17,33.43,9.36,18.32,5.49,4.11,7.02
117642.5,48,Low,918149.44,18,9.87,26,21.77,7.39,27.06,7.91,3.85,9.18
69527.22,45,Medium,314819.27,22,39.46,23.09,5.92,12.37,11.73,7.43,7.14,14.11
97739.49,26,Low,327471.03,30,12.36,35.26,29.45,5.84,13.35,3.76,5.6,10.82
49841.59,43,Medium,393120.26,20,34.48,29.35,6.75,19.94,7.63,1.85,6.13,12.18
45637.54,50,Low,180699.95,14,16.44,36.09,15.5,6.59,18.22,7.15,3.99,11.45
23844.62,31,Low,167424.13,29,10.9,31.07,21.22,5.56,25.33,5.93,5.27,7.52
44625.94,43,Low,359292.35,22,19.13,32.57,24.64,8.96,13.01,1.69,5.59,9.38
20000,33,Low,152940.92,30,13.21,31.55,22.67,5.81,16.49,10.27,5.12,9
37418.57,63,Low,346503.79,8,22.33,35.5,15.75,9.52,15.14,1.76,6.44,10.69
56195.98,24,High,496681.02,30,71.75,2.08,4.41,13.25,8.01,0.49,10.42,17.32
94187.12,53,Medium,898609.3,16,38.71,15.51,10.49,15.46,11.34,8.48,7.41,13.83
48395.28,19,Low,332551.95,30,16.42,22.31,11.95,10.25,30.42,8.64,5.77,6.37
79240.17,61,Low,394842.31,5,20.87,23.16,15.88,6.72,30.02,3.35,5.18,8.63
20000,26,Low,147545.9,30,18.85,23.52,28.97,8.69,19.44,0.53,5.89,10.83
57332.93,42,Medium,334484.43,24,33.2,26.13,8.3,13.93,10.86,7.59,6.39,12.65
